subject_id,object,colour,typicality,object_en,colour_en
116,Paprika,braun,0,pepper,brown
117,Waescheklammer,grau,16,clothes.peg,gray
118,Mandarine,blau,0,mandarine,blue
119,Bueroklammer,gelb,5,paper.clip,yellow
120,Socken,rot,21,socks,red
121,Sonnenbrille,lila,35,suglasses,lilac
122,Erbsen,rot,0,peas,red
123,Aprikose,gelb,100,apricot,yellow
124,Bohnen,gelb,38,beans,yellow
125,Zucchini,braun,0,courgettes,brown
126,Trauben,blau,59,grapes,blue
127,Zucchini,gruen,100,courgettes,green
128,Waescheklammer,gruen,67,clothes.peg,green
129,Erbsen,orange,0,peas,orange
130,Zitrone,blau,0,lemon,blue
131,Banane,braun,0,banana,brown
132,Bueroklammer,orange,0,paper.clip,orange
133,Kirsche,lila,0,cherry,lilac
134,Zitrone,rot,0,lemon,red
135,Socken,schwarz,86,socks,black
136,Avocado,rot,0,avocado,red
137,Waescheklammer,rot,89,clothes.peg,red
138,Avocado,gruen,100,avocado,green
139,Zucchini,blau,0,courgettes,blue
140,Waescheklammer,orange,89,clothes.peg,orange
141,Trauben,gelb,28,grapes,yellow
142,Tomate,blau,0,tomato,blue
143,Birne,lila,0,pear,lilac
144,Waescheklammer,schwarz,6,clothes.peg,black
145,Kartoffeln,gruen,0,potatoes,green
146,Bohnen,gruen,100,beans,green
147,Bueroklammer,blau,18,paper.clip,blue
148,Gurke,gruen,100,cucumber,green
149,Banane,gelb,100,banana,yellow
150,Socken,lila,20,socks,lilac
151,Sonnenbrille,gelb,25,suglasses,yellow
152,Sonnenbrille,gruen,5,suglasses,green
153,Zitrone,gelb,100,lemon,yellow
154,Aprikose,blau,0,apricot,blue
155,Bueroklammer,gruen,13,paper.clip,green
156,Aprikose,lila,0,apricot,lilac
157,Kartoffeln,orange,27,potatoes,orange
158,Kirsche,gruen,0,cherry,green
159,Aubergine,gruen,60,aubergine,green
160,Zucchini,rot,0,courgettes,red
161,Mandarine,lila,0,mandarine,lilac
162,Paprika,blau,0,pepper,blue
163,Banane,blau,0,banana,blue
164,Bueroklammer,schwarz,42,paper.clip,black
165,Erdbeere,gelb,13,strawberry,yellow
166,Tomate,gelb,30,tomato,yellow
167,Ananas,blau,0,pineapple,blue
167,Ananas,braun,41,pineapple,brown
167,Ananas,gruen,0,pineapple,green
167,Ananas,lila,0,pineapple,lilac
167,Ananas,rot,0,pineapple,red
167,Aprikose,blau,0,apricot,blue
167,Aprikose,gelb,100,apricot,yellow
167,Aprikose,gruen,0,apricot,green
167,Aprikose,lila,0,apricot,lilac
167,Aprikose,rot,0,apricot,red
167,Aubergine,blau,0,aubergine,blue
167,Aubergine,gelb,0,aubergine,yellow
167,Aubergine,gruen,0,aubergine,green
167,Aubergine,rot,0,aubergine,red
167,Aubergine,schwarz,100,aubergine,black
167,Avocado,blau,0,avocado,blue
167,Avocado,gelb,0,avocado,yellow
167,Avocado,gruen,100,avocado,green
167,Avocado,lila,0,avocado,lilac
167,Avocado,rot,0,avocado,red
167,Banane,blau,0,banana,blue
167,Banane,braun,0,banana,brown
167,Banane,gelb,100,banana,yellow
167,Banane,gruen,0,banana,green
167,Banane,rot,0,banana,red
167,Birne,blau,0,pear,blue
167,Birne,gruen,100,pear,green
167,Birne,lila,0,pear,lilac
167,Birne,orange,52,pear,orange
167,Birne,rot,22,pear,red
167,Bohnen,blau,0,beans,blue
167,Bohnen,gelb,71,beans,yellow
167,Bohnen,gruen,93,beans,green
167,Bohnen,orange,0,beans,orange
167,Bohnen,rot,0,beans,red
167,Bueroklammer,blau,76,paper.clip,blue
167,Bueroklammer,braun,31,paper.clip,brown
167,Bueroklammer,gelb,77,paper.clip,yellow
167,Bueroklammer,grau,100,paper.clip,gray
167,Bueroklammer,gruen,90,paper.clip,green
167,Bueroklammer,lila,77,paper.clip,lilac
167,Bueroklammer,orange,32,paper.clip,orange
167,Bueroklammer,rot,100,paper.clip,red
167,Bueroklammer,schwarz,100,paper.clip,black
167,Erbsen,blau,0,peas,blue
167,Erbsen,gelb,0,peas,yellow
167,Erbsen,gruen,85,peas,green
167,Erbsen,orange,0,peas,orange
167,Erbsen,rot,0,peas,red
167,Erdbeere,blau,0,strawberry,blue
167,Erdbeere,gelb,0,strawberry,yellow
167,Erdbeere,grau,0,strawberry,gray
167,Erdbeere,lila,0,strawberry,lilac
167,Erdbeere,rot,100,strawberry,red
167,Gurke,blau,0,cucumber,blue
167,Gurke,braun,0,cucumber,brown
167,Gurke,gelb,0,cucumber,yellow
167,Gurke,gruen,100,cucumber,green
167,Gurke,rot,0,cucumber,red
167,Kartoffeln,blau,0,potatoes,blue
167,Kartoffeln,braun,100,potatoes,brown
167,Kartoffeln,gruen,0,potatoes,green
167,Kartoffeln,orange,14,potatoes,orange
167,Kartoffeln,rot,13,potatoes,red
167,Kirsche,blau,0,cherry,blue
167,Kirsche,gelb,0,cherry,yellow
167,Kirsche,gruen,0,cherry,green
167,Kirsche,lila,0,cherry,lilac
167,Kirsche,rot,100,cherry,red
167,Mandarine,blau,0,mandarine,blue
167,Mandarine,gruen,0,mandarine,green
167,Mandarine,lila,0,mandarine,lilac
167,Mandarine,orange,100,mandarine,orange
167,Mandarine,rot,0,mandarine,red
167,Moehre,blau,0,carrots,blue
167,Moehre,gruen,0,carrots,green
167,Moehre,lila,18,carrots,lilac
167,Moehre,orange,100,carrots,orange
167,Moehre,rot,6,carrots,red
167,Paprika,blau,0,pepper,blue
167,Paprika,braun,0,pepper,brown
167,Paprika,gruen,100,pepper,green
167,Paprika,rot,100,pepper,red
167,Paprika,schwarz,10,pepper,black
167,Socken,blau,100,socks,blue
167,Socken,braun,100,socks,brown
167,Socken,gelb,49,socks,yellow
167,Socken,grau,100,socks,gray
167,Socken,gruen,100,socks,green
167,Socken,lila,100,socks,lilac
167,Socken,orange,100,socks,orange
167,Socken,rot,100,socks,red
167,Socken,schwarz,100,socks,black
167,Sonnenbrille,blau,100,suglasses,blue
167,Sonnenbrille,braun,50,suglasses,brown
167,Sonnenbrille,gelb,47,suglasses,yellow
167,Sonnenbrille,grau,100,suglasses,gray
167,Sonnenbrille,gruen,97,suglasses,green
167,Sonnenbrille,lila,70,suglasses,lilac
167,Sonnenbrille,orange,17,suglasses,orange
167,Sonnenbrille,rot,93,suglasses,red
167,Sonnenbrille,schwarz,100,suglasses,black
167,Tomate,blau,0,tomato,blue
167,Tomate,gelb,21,tomato,yellow
167,Tomate,gruen,21,tomato,green
167,Tomate,lila,0,tomato,lilac
167,Tomate,rot,100,tomato,red
167,Trauben,blau,25,grapes,blue
167,Trauben,gelb,0,grapes,yellow
167,Trauben,grau,58,grapes,gray
167,Trauben,orange,0,grapes,orange
167,Trauben,schwarz,100,grapes,black
167,Waescheklammer,blau,100,clothes.peg,blue
167,Waescheklammer,braun,25,clothes.peg,brown
167,Waescheklammer,gelb,86,clothes.peg,yellow
167,Waescheklammer,grau,64,clothes.peg,gray
167,Waescheklammer,gruen,92,clothes.peg,green
167,Waescheklammer,lila,100,clothes.peg,lilac
167,Waescheklammer,orange,67,clothes.peg,orange
167,Waescheklammer,rot,100,clothes.peg,red
167,Waescheklammer,schwarz,75,clothes.peg,black
167,Walnuss,blau,0,walnut,blue
167,Walnuss,braun,100,walnut,brown
167,Walnuss,gelb,0,walnut,yellow
167,Walnuss,gruen,0,walnut,green
167,Walnuss,rot,0,walnut,red
167,Zitrone,blau,0,lemon,blue
167,Zitrone,gelb,100,lemon,yellow
167,Zitrone,gruen,0,lemon,green
167,Zitrone,orange,0,lemon,orange
167,Zitrone,rot,0,lemon,red
167,Zucchini,blau,0,courgettes,blue
167,Zucchini,braun,0,courgettes,brown
167,Zucchini,gelb,0,courgettes,yellow
167,Zucchini,gruen,100,courgettes,green
167,Zucchini,rot,0,courgettes,red
168,Ananas,blau,0,pineapple,blue
168,Ananas,braun,86,pineapple,brown
168,Ananas,gruen,0,pineapple,green
168,Ananas,lila,0,pineapple,lilac
168,Ananas,rot,0,pineapple,red
168,Aprikose,blau,0,apricot,blue
168,Aprikose,gelb,72,apricot,yellow
168,Aprikose,gruen,0,apricot,green
168,Aprikose,lila,0,apricot,lilac
168,Aprikose,rot,22,apricot,red
168,Aubergine,blau,0,aubergine,blue
168,Aubergine,gelb,18,aubergine,yellow
168,Aubergine,gruen,15,aubergine,green
168,Aubergine,rot,18,aubergine,red
168,Aubergine,schwarz,75,aubergine,black
168,Avocado,blau,0,avocado,blue
168,Avocado,gelb,9,avocado,yellow
168,Avocado,gruen,77,avocado,green
168,Avocado,lila,0,avocado,lilac
168,Avocado,rot,0,avocado,red
168,Banane,blau,0,banana,blue
168,Banane,braun,25,banana,brown
168,Banane,gelb,100,banana,yellow
168,Banane,gruen,0,banana,green
168,Banane,rot,0,banana,red
168,Birne,blau,0,pear,blue
168,Birne,gruen,75,pear,green
168,Birne,lila,0,pear,lilac
168,Birne,orange,11,pear,orange
168,Birne,rot,0,pear,red
168,Bohnen,blau,0,beans,blue
168,Bohnen,gelb,26,beans,yellow
168,Bohnen,gruen,85,beans,green
168,Bohnen,orange,4,beans,orange
168,Bohnen,rot,0,beans,red
168,Bueroklammer,blau,0,paper.clip,blue
168,Bueroklammer,braun,81,paper.clip,brown
168,Bueroklammer,gelb,33,paper.clip,yellow
168,Bueroklammer,grau,75,paper.clip,gray
168,Bueroklammer,gruen,33,paper.clip,green
168,Bueroklammer,lila,19,paper.clip,lilac
168,Bueroklammer,orange,55,paper.clip,orange
168,Bueroklammer,rot,34,paper.clip,red
168,Bueroklammer,schwarz,100,paper.clip,black
168,Erbsen,blau,0,peas,blue
168,Erbsen,gelb,0,peas,yellow
168,Erbsen,gruen,0,peas,green
168,Erbsen,orange,13,peas,orange
168,Erbsen,rot,0,peas,red
168,Erdbeere,blau,0,strawberry,blue
168,Erdbeere,gelb,0,strawberry,yellow
168,Erdbeere,grau,0,strawberry,gray
168,Erdbeere,lila,0,strawberry,lilac
168,Erdbeere,rot,100,strawberry,red
168,Gurke,blau,0,cucumber,blue
168,Gurke,braun,0,cucumber,brown
168,Gurke,gelb,0,cucumber,yellow
168,Gurke,gruen,68,cucumber,green
168,Gurke,rot,0,cucumber,red
168,Kartoffeln,blau,0,potatoes,blue
168,Kartoffeln,braun,100,potatoes,brown
168,Kartoffeln,gruen,0,potatoes,green
168,Kartoffeln,orange,0,potatoes,orange
168,Kartoffeln,rot,0,potatoes,red
168,Kirsche,blau,0,cherry,blue
168,Kirsche,gelb,0,cherry,yellow
168,Kirsche,gruen,0,cherry,green
168,Kirsche,lila,0,cherry,lilac
168,Kirsche,rot,94,cherry,red
168,Mandarine,blau,0,mandarine,blue
168,Mandarine,gruen,0,mandarine,green
168,Mandarine,lila,0,mandarine,lilac
168,Mandarine,orange,100,mandarine,orange
168,Mandarine,rot,0,mandarine,red
168,Moehre,blau,0,carrots,blue
168,Moehre,gruen,0,carrots,green
168,Moehre,lila,0,carrots,lilac
168,Moehre,orange,100,carrots,orange
168,Moehre,rot,0,carrots,red
168,Paprika,blau,0,pepper,blue
168,Paprika,braun,0,pepper,brown
168,Paprika,gruen,36,pepper,green
168,Paprika,rot,100,pepper,red
168,Paprika,schwarz,0,pepper,black
168,Socken,blau,66,socks,blue
168,Socken,braun,74,socks,brown
168,Socken,gelb,75,socks,yellow
168,Socken,grau,76,socks,gray
168,Socken,gruen,74,socks,green
168,Socken,lila,49,socks,lilac
168,Socken,orange,59,socks,orange
168,Socken,rot,70,socks,red
168,Socken,schwarz,95,socks,black
168,Sonnenbrille,blau,77,suglasses,blue
168,Sonnenbrille,braun,55,suglasses,brown
168,Sonnenbrille,gelb,43,suglasses,yellow
168,Sonnenbrille,grau,58,suglasses,gray
168,Sonnenbrille,gruen,58,suglasses,green
168,Sonnenbrille,lila,30,suglasses,lilac
168,Sonnenbrille,orange,58,suglasses,orange
168,Sonnenbrille,rot,72,suglasses,red
168,Sonnenbrille,schwarz,99,suglasses,black
168,Tomate,blau,0,tomato,blue
168,Tomate,gelb,29,tomato,yellow
168,Tomate,gruen,16,tomato,green
168,Tomate,lila,0,tomato,lilac
168,Tomate,rot,100,tomato,red
168,Trauben,blau,0,grapes,blue
168,Trauben,gelb,0,grapes,yellow
168,Trauben,grau,0,grapes,gray
168,Trauben,orange,0,grapes,orange
168,Trauben,schwarz,60,grapes,black
168,Waescheklammer,blau,89,clothes.peg,blue
168,Waescheklammer,braun,70,clothes.peg,brown
168,Waescheklammer,gelb,73,clothes.peg,yellow
168,Waescheklammer,grau,78,clothes.peg,gray
168,Waescheklammer,gruen,60,clothes.peg,green
168,Waescheklammer,lila,76,clothes.peg,lilac
168,Waescheklammer,orange,79,clothes.peg,orange
168,Waescheklammer,rot,81,clothes.peg,red
168,Waescheklammer,schwarz,82,clothes.peg,black
168,Walnuss,blau,0,walnut,blue
168,Walnuss,braun,100,walnut,brown
168,Walnuss,gelb,13,walnut,yellow
168,Walnuss,gruen,0,walnut,green
168,Walnuss,rot,0,walnut,red
168,Zitrone,blau,0,lemon,blue
168,Zitrone,gelb,100,lemon,yellow
168,Zitrone,gruen,0,lemon,green
168,Zitrone,orange,0,lemon,orange
168,Zitrone,rot,0,lemon,red
168,Zucchini,blau,0,courgettes,blue
168,Zucchini,braun,35,courgettes,brown
168,Zucchini,gelb,0,courgettes,yellow
168,Zucchini,gruen,84,courgettes,green
168,Zucchini,rot,0,courgettes,red
169,Ananas,blau,0,pineapple,blue
169,Ananas,braun,100,pineapple,brown
169,Ananas,gruen,0,pineapple,green
169,Ananas,lila,0,pineapple,lilac
169,Ananas,rot,0,pineapple,red
169,Aprikose,blau,0,apricot,blue
169,Aprikose,gelb,76,apricot,yellow
169,Aprikose,gruen,0,apricot,green
169,Aprikose,lila,0,apricot,lilac
169,Aprikose,rot,5,apricot,red
169,Aubergine,blau,0,aubergine,blue
169,Aubergine,gelb,0,aubergine,yellow
169,Aubergine,gruen,0,aubergine,green
169,Aubergine,rot,38,aubergine,red
169,Aubergine,schwarz,100,aubergine,black
169,Avocado,blau,0,avocado,blue
169,Avocado,gelb,22,avocado,yellow
169,Avocado,gruen,100,avocado,green
169,Avocado,lila,0,avocado,lilac
169,Avocado,rot,0,avocado,red
169,Banane,blau,0,banana,blue
169,Banane,braun,0,banana,brown
169,Banane,gelb,100,banana,yellow
169,Banane,gruen,84,banana,green
169,Banane,rot,0,banana,red
169,Birne,blau,0,pear,blue
169,Birne,gruen,100,pear,green
169,Birne,lila,0,pear,lilac
169,Birne,orange,65,pear,orange
169,Birne,rot,0,pear,red
169,Bohnen,blau,0,beans,blue
169,Bohnen,gelb,0,beans,yellow
169,Bohnen,gruen,100,beans,green
169,Bohnen,orange,0,beans,orange
169,Bohnen,rot,0,beans,red
169,Bueroklammer,blau,74,paper.clip,blue
169,Bueroklammer,braun,77,paper.clip,brown
169,Bueroklammer,gelb,64,paper.clip,yellow
169,Bueroklammer,grau,81,paper.clip,gray
169,Bueroklammer,gruen,75,paper.clip,green
169,Bueroklammer,lila,74,paper.clip,lilac
169,Bueroklammer,orange,68,paper.clip,orange
169,Bueroklammer,rot,75,paper.clip,red
169,Bueroklammer,schwarz,78,paper.clip,black
169,Erbsen,blau,0,peas,blue
169,Erbsen,gelb,0,peas,yellow
169,Erbsen,gruen,100,peas,green
169,Erbsen,orange,0,peas,orange
169,Erbsen,rot,0,peas,red
169,Erdbeere,blau,0,strawberry,blue
169,Erdbeere,gelb,0,strawberry,yellow
169,Erdbeere,grau,0,strawberry,gray
169,Erdbeere,lila,0,strawberry,lilac
169,Erdbeere,rot,100,strawberry,red
169,Gurke,blau,0,cucumber,blue
169,Gurke,braun,0,cucumber,brown
169,Gurke,gelb,19,cucumber,yellow
169,Gurke,gruen,100,cucumber,green
169,Gurke,rot,0,cucumber,red
169,Kartoffeln,blau,0,potatoes,blue
169,Kartoffeln,braun,100,potatoes,brown
169,Kartoffeln,gruen,0,potatoes,green
169,Kartoffeln,orange,33,potatoes,orange
169,Kartoffeln,rot,0,potatoes,red
169,Kirsche,blau,0,cherry,blue
169,Kirsche,gelb,0,cherry,yellow
169,Kirsche,gruen,0,cherry,green
169,Kirsche,lila,0,cherry,lilac
169,Kirsche,rot,100,cherry,red
169,Mandarine,blau,0,mandarine,blue
169,Mandarine,gruen,0,mandarine,green
169,Mandarine,lila,0,mandarine,lilac
169,Mandarine,orange,100,mandarine,orange
169,Mandarine,rot,0,mandarine,red
169,Moehre,blau,0,carrots,blue
169,Moehre,gruen,0,carrots,green
169,Moehre,lila,87,carrots,lilac
169,Moehre,orange,100,carrots,orange
169,Moehre,rot,73,carrots,red
169,Paprika,blau,0,pepper,blue
169,Paprika,braun,1,pepper,brown
169,Paprika,gruen,100,pepper,green
169,Paprika,rot,100,pepper,red
169,Paprika,schwarz,0,pepper,black
169,Socken,blau,92,socks,blue
169,Socken,braun,28,socks,brown
169,Socken,gelb,100,socks,yellow
169,Socken,grau,100,socks,gray
169,Socken,gruen,97,socks,green
169,Socken,lila,42,socks,lilac
169,Socken,orange,25,socks,orange
169,Socken,rot,83,socks,red
169,Socken,schwarz,87,socks,black
169,Sonnenbrille,blau,79,suglasses,blue
169,Sonnenbrille,braun,68,suglasses,brown
169,Sonnenbrille,gelb,65,suglasses,yellow
169,Sonnenbrille,grau,100,suglasses,gray
169,Sonnenbrille,gruen,74,suglasses,green
169,Sonnenbrille,lila,70,suglasses,lilac
169,Sonnenbrille,orange,79,suglasses,orange
169,Sonnenbrille,rot,92,suglasses,red
169,Sonnenbrille,schwarz,100,suglasses,black
169,Tomate,blau,0,tomato,blue
169,Tomate,gelb,69,tomato,yellow
169,Tomate,gruen,97,tomato,green
169,Tomate,lila,0,tomato,lilac
169,Tomate,rot,100,tomato,red
169,Trauben,blau,100,grapes,blue
169,Trauben,gelb,0,grapes,yellow
169,Trauben,grau,0,grapes,gray
169,Trauben,orange,0,grapes,orange
169,Trauben,schwarz,100,grapes,black
169,Waescheklammer,blau,79,clothes.peg,blue
169,Waescheklammer,braun,72,clothes.peg,brown
169,Waescheklammer,gelb,69,clothes.peg,yellow
169,Waescheklammer,grau,73,clothes.peg,gray
169,Waescheklammer,gruen,96,clothes.peg,green
169,Waescheklammer,lila,73,clothes.peg,lilac
169,Waescheklammer,orange,76,clothes.peg,orange
169,Waescheklammer,rot,67,clothes.peg,red
169,Waescheklammer,schwarz,85,clothes.peg,black
169,Walnuss,blau,0,walnut,blue
169,Walnuss,braun,100,walnut,brown
169,Walnuss,gelb,39,walnut,yellow
169,Walnuss,gruen,0,walnut,green
169,Walnuss,rot,0,walnut,red
169,Zitrone,blau,0,lemon,blue
169,Zitrone,gelb,100,lemon,yellow
169,Zitrone,gruen,0,lemon,green
169,Zitrone,orange,0,lemon,orange
169,Zitrone,rot,0,lemon,red
169,Zucchini,blau,0,courgettes,blue
169,Zucchini,braun,0,courgettes,brown
169,Zucchini,gelb,0,courgettes,yellow
169,Zucchini,gruen,100,courgettes,green
169,Zucchini,rot,0,courgettes,red
170,Ananas,blau,0,pineapple,blue
170,Ananas,braun,100,pineapple,brown
170,Ananas,gruen,0,pineapple,green
170,Ananas,lila,0,pineapple,lilac
170,Ananas,rot,0,pineapple,red
170,Aprikose,blau,0,apricot,blue
170,Aprikose,gelb,100,apricot,yellow
170,Aprikose,gruen,42,apricot,green
170,Aprikose,lila,36,apricot,lilac
170,Aprikose,rot,100,apricot,red
170,Aubergine,blau,70,aubergine,blue
170,Aubergine,gelb,39,aubergine,yellow
170,Aubergine,gruen,63,aubergine,green
170,Aubergine,rot,19,aubergine,red
170,Aubergine,schwarz,100,aubergine,black
170,Avocado,blau,37,avocado,blue
170,Avocado,gelb,0,avocado,yellow
170,Avocado,gruen,100,avocado,green
170,Avocado,lila,0,avocado,lilac
170,Avocado,rot,40,avocado,red
170,Banane,blau,0,banana,blue
170,Banane,braun,67,banana,brown
170,Banane,gelb,100,banana,yellow
170,Banane,gruen,64,banana,green
170,Banane,rot,0,banana,red
170,Birne,blau,0,pear,blue
170,Birne,gruen,100,pear,green
170,Birne,lila,33,pear,lilac
170,Birne,orange,77,pear,orange
170,Birne,rot,31,pear,red
170,Bohnen,blau,31,beans,blue
170,Bohnen,gelb,59,beans,yellow
170,Bohnen,gruen,100,beans,green
170,Bohnen,orange,29,beans,orange
170,Bohnen,rot,30,beans,red
170,Bueroklammer,blau,100,paper.clip,blue
170,Bueroklammer,braun,100,paper.clip,brown
170,Bueroklammer,gelb,100,paper.clip,yellow
170,Bueroklammer,grau,100,paper.clip,gray
170,Bueroklammer,gruen,100,paper.clip,green
170,Bueroklammer,lila,100,paper.clip,lilac
170,Bueroklammer,orange,100,paper.clip,orange
170,Bueroklammer,rot,100,paper.clip,red
170,Bueroklammer,schwarz,100,paper.clip,black
170,Erbsen,blau,0,peas,blue
170,Erbsen,gelb,61,peas,yellow
170,Erbsen,gruen,100,peas,green
170,Erbsen,orange,0,peas,orange
170,Erbsen,rot,0,peas,red
170,Erdbeere,blau,0,strawberry,blue
170,Erdbeere,gelb,0,strawberry,yellow
170,Erdbeere,grau,0,strawberry,gray
170,Erdbeere,lila,0,strawberry,lilac
170,Erdbeere,rot,100,strawberry,red
170,Gurke,blau,0,cucumber,blue
170,Gurke,braun,0,cucumber,brown
170,Gurke,gelb,0,cucumber,yellow
170,Gurke,gruen,100,cucumber,green
170,Gurke,rot,0,cucumber,red
170,Kartoffeln,blau,0,potatoes,blue
170,Kartoffeln,braun,100,potatoes,brown
170,Kartoffeln,gruen,0,potatoes,green
170,Kartoffeln,orange,61,potatoes,orange
170,Kartoffeln,rot,100,potatoes,red
170,Kirsche,blau,29,cherry,blue
170,Kirsche,gelb,0,cherry,yellow
170,Kirsche,gruen,0,cherry,green
170,Kirsche,lila,28,cherry,lilac
170,Kirsche,rot,100,cherry,red
170,Mandarine,blau,42,mandarine,blue
170,Mandarine,gruen,25,mandarine,green
170,Mandarine,lila,42,mandarine,lilac
170,Mandarine,orange,100,mandarine,orange
170,Mandarine,rot,81,mandarine,red
170,Moehre,blau,0,carrots,blue
170,Moehre,gruen,20,carrots,green
170,Moehre,lila,0,carrots,lilac
170,Moehre,orange,100,carrots,orange
170,Moehre,rot,42,carrots,red
170,Paprika,blau,41,pepper,blue
170,Paprika,braun,63,pepper,brown
170,Paprika,gruen,59,pepper,green
170,Paprika,rot,100,pepper,red
170,Paprika,schwarz,50,pepper,black
170,Socken,blau,100,socks,blue
170,Socken,braun,100,socks,brown
170,Socken,gelb,100,socks,yellow
170,Socken,grau,100,socks,gray
170,Socken,gruen,100,socks,green
170,Socken,lila,100,socks,lilac
170,Socken,orange,100,socks,orange
170,Socken,rot,100,socks,red
170,Socken,schwarz,100,socks,black
170,Sonnenbrille,blau,100,suglasses,blue
170,Sonnenbrille,braun,100,suglasses,brown
170,Sonnenbrille,gelb,100,suglasses,yellow
170,Sonnenbrille,grau,100,suglasses,gray
170,Sonnenbrille,gruen,100,suglasses,green
170,Sonnenbrille,lila,100,suglasses,lilac
170,Sonnenbrille,orange,100,suglasses,orange
170,Sonnenbrille,rot,100,suglasses,red
170,Sonnenbrille,schwarz,100,suglasses,black
170,Tomate,blau,0,tomato,blue
170,Tomate,gelb,100,tomato,yellow
170,Tomate,gruen,42,tomato,green
170,Tomate,lila,0,tomato,lilac
170,Tomate,rot,100,tomato,red
170,Trauben,blau,60,grapes,blue
170,Trauben,gelb,0,grapes,yellow
170,Trauben,grau,61,grapes,gray
170,Trauben,orange,0,grapes,orange
170,Trauben,schwarz,100,grapes,black
170,Waescheklammer,blau,100,clothes.peg,blue
170,Waescheklammer,braun,100,clothes.peg,brown
170,Waescheklammer,gelb,100,clothes.peg,yellow
170,Waescheklammer,grau,100,clothes.peg,gray
170,Waescheklammer,gruen,100,clothes.peg,green
170,Waescheklammer,lila,100,clothes.peg,lilac
170,Waescheklammer,orange,100,clothes.peg,orange
170,Waescheklammer,rot,100,clothes.peg,red
170,Waescheklammer,schwarz,100,clothes.peg,black
170,Walnuss,blau,0,walnut,blue
170,Walnuss,braun,100,walnut,brown
170,Walnuss,gelb,0,walnut,yellow
170,Walnuss,gruen,0,walnut,green
170,Walnuss,rot,42,walnut,red
170,Zitrone,blau,0,lemon,blue
170,Zitrone,gelb,100,lemon,yellow
170,Zitrone,gruen,44,lemon,green
170,Zitrone,orange,39,lemon,orange
170,Zitrone,rot,0,lemon,red
170,Zucchini,blau,0,courgettes,blue
170,Zucchini,braun,33,courgettes,brown
170,Zucchini,gelb,29,courgettes,yellow
170,Zucchini,gruen,100,courgettes,green
170,Zucchini,rot,0,courgettes,red
171,Ananas,blau,0,pineapple,blue
171,Ananas,braun,100,pineapple,brown
171,Ananas,gruen,0,pineapple,green
171,Ananas,lila,0,pineapple,lilac
171,Ananas,rot,0,pineapple,red
171,Aprikose,blau,0,apricot,blue
171,Aprikose,gelb,100,apricot,yellow
171,Aprikose,gruen,52,apricot,green
171,Aprikose,lila,0,apricot,lilac
171,Aprikose,rot,66,apricot,red
171,Aubergine,blau,0,aubergine,blue
171,Aubergine,gelb,0,aubergine,yellow
171,Aubergine,gruen,0,aubergine,green
171,Aubergine,rot,84,aubergine,red
171,Aubergine,schwarz,100,aubergine,black
171,Avocado,blau,0,avocado,blue
171,Avocado,gelb,2,avocado,yellow
171,Avocado,gruen,100,avocado,green
171,Avocado,lila,0,avocado,lilac
171,Avocado,rot,2,avocado,red
171,Banane,blau,0,banana,blue
171,Banane,braun,3,banana,brown
171,Banane,gelb,100,banana,yellow
171,Banane,gruen,5,banana,green
171,Banane,rot,0,banana,red
171,Birne,blau,0,pear,blue
171,Birne,gruen,100,pear,green
171,Birne,lila,0,pear,lilac
171,Birne,orange,12,pear,orange
171,Birne,rot,0,pear,red
171,Bohnen,blau,0,beans,blue
171,Bohnen,gelb,40,beans,yellow
171,Bohnen,gruen,100,beans,green
171,Bohnen,orange,0,beans,orange
171,Bohnen,rot,0,beans,red
171,Bueroklammer,blau,79,paper.clip,blue
171,Bueroklammer,braun,83,paper.clip,brown
171,Bueroklammer,gelb,74,paper.clip,yellow
171,Bueroklammer,grau,100,paper.clip,gray
171,Bueroklammer,gruen,64,paper.clip,green
171,Bueroklammer,lila,94,paper.clip,lilac
171,Bueroklammer,orange,59,paper.clip,orange
171,Bueroklammer,rot,65,paper.clip,red
171,Bueroklammer,schwarz,66,paper.clip,black
171,Erbsen,blau,0,peas,blue
171,Erbsen,gelb,72,peas,yellow
171,Erbsen,gruen,100,peas,green
171,Erbsen,orange,0,peas,orange
171,Erbsen,rot,0,peas,red
171,Erdbeere,blau,0,strawberry,blue
171,Erdbeere,gelb,0,strawberry,yellow
171,Erdbeere,grau,0,strawberry,gray
171,Erdbeere,lila,0,strawberry,lilac
171,Erdbeere,rot,100,strawberry,red
171,Gurke,blau,0,cucumber,blue
171,Gurke,braun,58,cucumber,brown
171,Gurke,gelb,96,cucumber,yellow
171,Gurke,gruen,100,cucumber,green
171,Gurke,rot,0,cucumber,red
171,Kartoffeln,blau,0,potatoes,blue
171,Kartoffeln,braun,100,potatoes,brown
171,Kartoffeln,gruen,0,potatoes,green
171,Kartoffeln,orange,96,potatoes,orange
171,Kartoffeln,rot,0,potatoes,red
171,Kirsche,blau,0,cherry,blue
171,Kirsche,gelb,0,cherry,yellow
171,Kirsche,gruen,0,cherry,green
171,Kirsche,lila,0,cherry,lilac
171,Kirsche,rot,100,cherry,red
171,Mandarine,blau,0,mandarine,blue
171,Mandarine,gruen,0,mandarine,green
171,Mandarine,lila,0,mandarine,lilac
171,Mandarine,orange,100,mandarine,orange
171,Mandarine,rot,0,mandarine,red
171,Moehre,blau,0,carrots,blue
171,Moehre,gruen,0,carrots,green
171,Moehre,lila,0,carrots,lilac
171,Moehre,orange,100,carrots,orange
171,Moehre,rot,86,carrots,red
