prolific_id,object,colour,typicality,object_en,colour_en
56d8ed30d13f6b000c542ce7,Bohnen,gruen,100,beans,green
56d8ed30d13f6b000c542ce7,Bohnen,orange,0,beans,orange
56d8ed30d13f6b000c542ce7,Bohnen,rot,0,beans,red
56d8ed30d13f6b000c542ce7,Bueroklammer,blau,50,paper.clip,blue
56d8ed30d13f6b000c542ce7,Bueroklammer,braun,44,paper.clip,brown
56d8ed30d13f6b000c542ce7,Bueroklammer,gelb,32,paper.clip,yellow
56d8ed30d13f6b000c542ce7,Bueroklammer,grau,50,paper.clip,gray
56d8ed30d13f6b000c542ce7,Bueroklammer,gruen,50,paper.clip,green
56d8ed30d13f6b000c542ce7,Bueroklammer,lila,51,paper.clip,lilac
56d8ed30d13f6b000c542ce7,Bueroklammer,orange,50,paper.clip,orange
56d8ed30d13f6b000c542ce7,Bueroklammer,rot,50,paper.clip,red
56d8ed30d13f6b000c542ce7,Bueroklammer,schwarz,52,paper.clip,black
56d8ed30d13f6b000c542ce7,Erbsen,blau,0,peas,blue
56d8ed30d13f6b000c542ce7,Erbsen,gelb,0,peas,yellow
56d8ed30d13f6b000c542ce7,Erbsen,gruen,98,peas,green
56d8ed30d13f6b000c542ce7,Erbsen,orange,0,peas,orange
56d8ed30d13f6b000c542ce7,Erbsen,rot,0,peas,red
56d8ed30d13f6b000c542ce7,Erdbeere,blau,0,strawberry,blue
56d8ed30d13f6b000c542ce7,Erdbeere,gelb,0,strawberry,yellow
56d8ed30d13f6b000c542ce7,Erdbeere,grau,0,strawberry,gray
56d8ed30d13f6b000c542ce7,Erdbeere,lila,0,strawberry,lilac
56d8ed30d13f6b000c542ce7,Erdbeere,rot,100,strawberry,red
56d8ed30d13f6b000c542ce7,Gurke,blau,0,cucumber,blue
56d8ed30d13f6b000c542ce7,Gurke,braun,0,cucumber,brown
56d8ed30d13f6b000c542ce7,Gurke,gelb,9,cucumber,yellow
56d8ed30d13f6b000c542ce7,Gurke,gruen,100,cucumber,green
56d8ed30d13f6b000c542ce7,Gurke,rot,0,cucumber,red
56d8ed30d13f6b000c542ce7,Kartoffeln,blau,0,potatoes,blue
56d8ed30d13f6b000c542ce7,Kartoffeln,braun,100,potatoes,brown
56d8ed30d13f6b000c542ce7,Kartoffeln,gruen,0,potatoes,green
56d8ed30d13f6b000c542ce7,Kartoffeln,orange,0,potatoes,orange
56d8ed30d13f6b000c542ce7,Kartoffeln,rot,0,potatoes,red
56d8ed30d13f6b000c542ce7,Kirsche,blau,0,cherry,blue
56d8ed30d13f6b000c542ce7,Kirsche,gelb,0,cherry,yellow
56d8ed30d13f6b000c542ce7,Kirsche,gruen,0,cherry,green
56d8ed30d13f6b000c542ce7,Kirsche,lila,0,cherry,lilac
56d8ed30d13f6b000c542ce7,Kirsche,rot,100,cherry,red
56d8ed30d13f6b000c542ce7,Mandarine,blau,0,mandarine,blue
56d8ed30d13f6b000c542ce7,Mandarine,gruen,0,mandarine,green
56d8ed30d13f6b000c542ce7,Mandarine,lila,0,mandarine,lilac
56d8ed30d13f6b000c542ce7,Mandarine,orange,100,mandarine,orange
56d8ed30d13f6b000c542ce7,Mandarine,rot,0,mandarine,red
56d8ed30d13f6b000c542ce7,Moehre,blau,0,carrots,blue
56d8ed30d13f6b000c542ce7,Moehre,gruen,0,carrots,green
56d8ed30d13f6b000c542ce7,Moehre,lila,0,carrots,lilac
56d8ed30d13f6b000c542ce7,Moehre,orange,57,carrots,orange
56d8ed30d13f6b000c542ce7,Moehre,rot,0,carrots,red
56d8ed30d13f6b000c542ce7,Paprika,blau,0,pepper,blue
56d8ed30d13f6b000c542ce7,Paprika,braun,0,pepper,brown
56d8ed30d13f6b000c542ce7,Paprika,gruen,100,pepper,green
56d8ed30d13f6b000c542ce7,Paprika,rot,100,pepper,red
56d8ed30d13f6b000c542ce7,Paprika,schwarz,0,pepper,black
56d8ed30d13f6b000c542ce7,Socken,blau,50,socks,blue
56d8ed30d13f6b000c542ce7,Socken,braun,50,socks,brown
56d8ed30d13f6b000c542ce7,Socken,gelb,51,socks,yellow
56d8ed30d13f6b000c542ce7,Socken,grau,61,socks,gray
56d8ed30d13f6b000c542ce7,Socken,gruen,51,socks,green
56d8ed30d13f6b000c542ce7,Socken,lila,52,socks,lilac
56d8ed30d13f6b000c542ce7,Socken,orange,51,socks,orange
56d8ed30d13f6b000c542ce7,Socken,rot,53,socks,red
56d8ed30d13f6b000c542ce7,Socken,schwarz,67,socks,black
56d8ed30d13f6b000c542ce7,Sonnenbrille,blau,43,suglasses,blue
56d8ed30d13f6b000c542ce7,Sonnenbrille,braun,33,suglasses,brown
56d8ed30d13f6b000c542ce7,Sonnenbrille,gelb,37,suglasses,yellow
56d8ed30d13f6b000c542ce7,Sonnenbrille,grau,50,suglasses,gray
56d8ed30d13f6b000c542ce7,Sonnenbrille,gruen,42,suglasses,green
56d8ed30d13f6b000c542ce7,Sonnenbrille,lila,39,suglasses,lilac
56d8ed30d13f6b000c542ce7,Sonnenbrille,orange,37,suglasses,orange
56d8ed30d13f6b000c542ce7,Sonnenbrille,rot,49,suglasses,red
56d8ed30d13f6b000c542ce7,Sonnenbrille,schwarz,69,suglasses,black
56d8ed30d13f6b000c542ce7,Tomate,blau,0,tomato,blue
56d8ed30d13f6b000c542ce7,Tomate,gelb,0,tomato,yellow
56d8ed30d13f6b000c542ce7,Tomate,gruen,0,tomato,green
56d8ed30d13f6b000c542ce7,Tomate,lila,0,tomato,lilac
56d8ed30d13f6b000c542ce7,Tomate,rot,76,tomato,red
56d8ed30d13f6b000c542ce7,Trauben,blau,0,grapes,blue
56d8ed30d13f6b000c542ce7,Trauben,gelb,0,grapes,yellow
56d8ed30d13f6b000c542ce7,Trauben,grau,0,grapes,gray
56d8ed30d13f6b000c542ce7,Trauben,orange,0,grapes,orange
56d8ed30d13f6b000c542ce7,Trauben,schwarz,100,grapes,black
56d8ed30d13f6b000c542ce7,Waescheklammer,blau,50,clothes.peg,blue
56d8ed30d13f6b000c542ce7,Waescheklammer,braun,27,clothes.peg,brown
56d8ed30d13f6b000c542ce7,Waescheklammer,gelb,10,clothes.peg,yellow
56d8ed30d13f6b000c542ce7,Waescheklammer,grau,34,clothes.peg,gray
56d8ed30d13f6b000c542ce7,Waescheklammer,gruen,50,clothes.peg,green
56d8ed30d13f6b000c542ce7,Waescheklammer,lila,50,clothes.peg,lilac
56d8ed30d13f6b000c542ce7,Waescheklammer,orange,50,clothes.peg,orange
56d8ed30d13f6b000c542ce7,Waescheklammer,rot,50,clothes.peg,red
56d8ed30d13f6b000c542ce7,Waescheklammer,schwarz,21,clothes.peg,black
56d8ed30d13f6b000c542ce7,Walnuss,blau,0,walnut,blue
56d8ed30d13f6b000c542ce7,Walnuss,braun,44,walnut,brown
56d8ed30d13f6b000c542ce7,Walnuss,gelb,0,walnut,yellow
56d8ed30d13f6b000c542ce7,Walnuss,gruen,0,walnut,green
56d8ed30d13f6b000c542ce7,Walnuss,rot,0,walnut,red
56d8ed30d13f6b000c542ce7,Zitrone,blau,0,lemon,blue
56d8ed30d13f6b000c542ce7,Zitrone,gelb,100,lemon,yellow
56d8ed30d13f6b000c542ce7,Zitrone,gruen,0,lemon,green
56d8ed30d13f6b000c542ce7,Zitrone,orange,0,lemon,orange
56d8ed30d13f6b000c542ce7,Zitrone,rot,0,lemon,red
56d8ed30d13f6b000c542ce7,Zucchini,blau,0,courgettes,blue
56d8ed30d13f6b000c542ce7,Zucchini,braun,0,courgettes,brown
56d8ed30d13f6b000c542ce7,Zucchini,gelb,0,courgettes,yellow
56d8ed30d13f6b000c542ce7,Zucchini,gruen,100,courgettes,green
56d8ed30d13f6b000c542ce7,Zucchini,rot,0,courgettes,red
56ec142b388e1d000c58d226,Ananas,blau,0,pineapple,blue
56ec142b388e1d000c58d226,Ananas,braun,97,pineapple,brown
56ec142b388e1d000c58d226,Ananas,gruen,1,pineapple,green
56ec142b388e1d000c58d226,Ananas,lila,2,pineapple,lilac
56ec142b388e1d000c58d226,Ananas,rot,35,pineapple,red
56ec142b388e1d000c58d226,Aprikose,blau,3,apricot,blue
56ec142b388e1d000c58d226,Aprikose,gelb,67,apricot,yellow
56ec142b388e1d000c58d226,Aprikose,gruen,0,apricot,green
56ec142b388e1d000c58d226,Aprikose,lila,1,apricot,lilac
56ec142b388e1d000c58d226,Aprikose,rot,25,apricot,red
56ec142b388e1d000c58d226,Aubergine,blau,15,aubergine,blue
56ec142b388e1d000c58d226,Aubergine,gelb,67,aubergine,yellow
56ec142b388e1d000c58d226,Aubergine,gruen,6,aubergine,green
56ec142b388e1d000c58d226,Aubergine,rot,1,aubergine,red
56ec142b388e1d000c58d226,Aubergine,schwarz,90,aubergine,black
56ec142b388e1d000c58d226,Avocado,blau,7,avocado,blue
56ec142b388e1d000c58d226,Avocado,gelb,3,avocado,yellow
56ec142b388e1d000c58d226,Avocado,gruen,85,avocado,green
56ec142b388e1d000c58d226,Avocado,lila,1,avocado,lilac
56ec142b388e1d000c58d226,Avocado,rot,2,avocado,red
56ec142b388e1d000c58d226,Banane,blau,11,banana,blue
56ec142b388e1d000c58d226,Banane,braun,1,banana,brown
56ec142b388e1d000c58d226,Banane,gelb,97,banana,yellow
56ec142b388e1d000c58d226,Banane,gruen,2,banana,green
56ec142b388e1d000c58d226,Banane,rot,6,banana,red
56ec142b388e1d000c58d226,Birne,blau,1,pear,blue
56ec142b388e1d000c58d226,Birne,gruen,94,pear,green
56ec142b388e1d000c58d226,Birne,lila,1,pear,lilac
56ec142b388e1d000c58d226,Birne,orange,2,pear,orange
56ec142b388e1d000c58d226,Birne,rot,11,pear,red
56ec142b388e1d000c58d226,Bohnen,blau,2,beans,blue
56ec142b388e1d000c58d226,Bohnen,gelb,11,beans,yellow
56ec142b388e1d000c58d226,Bohnen,gruen,97,beans,green
56ec142b388e1d000c58d226,Bohnen,orange,11,beans,orange
56ec142b388e1d000c58d226,Bohnen,rot,4,beans,red
56ec142b388e1d000c58d226,Bueroklammer,blau,10,paper.clip,blue
56ec142b388e1d000c58d226,Bueroklammer,braun,54,paper.clip,brown
56ec142b388e1d000c58d226,Bueroklammer,gelb,33,paper.clip,yellow
56ec142b388e1d000c58d226,Bueroklammer,grau,42,paper.clip,gray
56ec142b388e1d000c58d226,Bueroklammer,gruen,34,paper.clip,green
56ec142b388e1d000c58d226,Bueroklammer,lila,40,paper.clip,lilac
56ec142b388e1d000c58d226,Bueroklammer,orange,36,paper.clip,orange
56ec142b388e1d000c58d226,Bueroklammer,rot,10,paper.clip,red
56ec142b388e1d000c58d226,Bueroklammer,schwarz,25,paper.clip,black
56ec142b388e1d000c58d226,Erbsen,blau,0,peas,blue
56ec142b388e1d000c58d226,Erbsen,gelb,6,peas,yellow
56ec142b388e1d000c58d226,Erbsen,gruen,96,peas,green
56ec142b388e1d000c58d226,Erbsen,orange,6,peas,orange
56ec142b388e1d000c58d226,Erbsen,rot,5,peas,red
56ec142b388e1d000c58d226,Erdbeere,blau,3,strawberry,blue
56ec142b388e1d000c58d226,Erdbeere,gelb,0,strawberry,yellow
56ec142b388e1d000c58d226,Erdbeere,grau,0,strawberry,gray
56ec142b388e1d000c58d226,Erdbeere,lila,3,strawberry,lilac
56ec142b388e1d000c58d226,Erdbeere,rot,99,strawberry,red
56ec142b388e1d000c58d226,Gurke,blau,1,cucumber,blue
56ec142b388e1d000c58d226,Gurke,braun,2,cucumber,brown
56ec142b388e1d000c58d226,Gurke,gelb,12,cucumber,yellow
56ec142b388e1d000c58d226,Gurke,gruen,98,cucumber,green
56ec142b388e1d000c58d226,Gurke,rot,28,cucumber,red
56ec142b388e1d000c58d226,Kartoffeln,blau,1,potatoes,blue
56ec142b388e1d000c58d226,Kartoffeln,braun,95,potatoes,brown
56ec142b388e1d000c58d226,Kartoffeln,gruen,4,potatoes,green
56ec142b388e1d000c58d226,Kartoffeln,orange,27,potatoes,orange
56ec142b388e1d000c58d226,Kartoffeln,rot,3,potatoes,red
56ec142b388e1d000c58d226,Kirsche,blau,4,cherry,blue
56ec142b388e1d000c58d226,Kirsche,gelb,2,cherry,yellow
56ec142b388e1d000c58d226,Kirsche,gruen,0,cherry,green
56ec142b388e1d000c58d226,Kirsche,lila,4,cherry,lilac
56ec142b388e1d000c58d226,Kirsche,rot,99,cherry,red
56ec142b388e1d000c58d226,Mandarine,blau,1,mandarine,blue
56ec142b388e1d000c58d226,Mandarine,gruen,1,mandarine,green
56ec142b388e1d000c58d226,Mandarine,lila,5,mandarine,lilac
56ec142b388e1d000c58d226,Mandarine,orange,97,mandarine,orange
56ec142b388e1d000c58d226,Mandarine,rot,6,mandarine,red
56ec142b388e1d000c58d226,Moehre,blau,4,carrots,blue
56ec142b388e1d000c58d226,Moehre,gruen,1,carrots,green
56ec142b388e1d000c58d226,Moehre,lila,0,carrots,lilac
56ec142b388e1d000c58d226,Moehre,orange,95,carrots,orange
56ec142b388e1d000c58d226,Moehre,rot,31,carrots,red
56ec142b388e1d000c58d226,Paprika,blau,2,pepper,blue
56ec142b388e1d000c58d226,Paprika,braun,5,pepper,brown
56ec142b388e1d000c58d226,Paprika,gruen,36,pepper,green
56ec142b388e1d000c58d226,Paprika,rot,87,pepper,red
56ec142b388e1d000c58d226,Paprika,schwarz,6,pepper,black
56ec142b388e1d000c58d226,Socken,blau,45,socks,blue
56ec142b388e1d000c58d226,Socken,braun,63,socks,brown
56ec142b388e1d000c58d226,Socken,gelb,37,socks,yellow
56ec142b388e1d000c58d226,Socken,grau,59,socks,gray
56ec142b388e1d000c58d226,Socken,gruen,55,socks,green
56ec142b388e1d000c58d226,Socken,lila,53,socks,lilac
56ec142b388e1d000c58d226,Socken,orange,39,socks,orange
56ec142b388e1d000c58d226,Socken,rot,92,socks,red
56ec142b388e1d000c58d226,Socken,schwarz,66,socks,black
56ec142b388e1d000c58d226,Sonnenbrille,blau,57,suglasses,blue
56ec142b388e1d000c58d226,Sonnenbrille,braun,67,suglasses,brown
56ec142b388e1d000c58d226,Sonnenbrille,gelb,43,suglasses,yellow
56ec142b388e1d000c58d226,Sonnenbrille,grau,97,suglasses,gray
56ec142b388e1d000c58d226,Sonnenbrille,gruen,93,suglasses,green
56ec142b388e1d000c58d226,Sonnenbrille,lila,33,suglasses,lilac
56ec142b388e1d000c58d226,Sonnenbrille,orange,66,suglasses,orange
56ec142b388e1d000c58d226,Sonnenbrille,rot,55,suglasses,red
56ec142b388e1d000c58d226,Sonnenbrille,schwarz,81,suglasses,black
56ec142b388e1d000c58d226,Tomate,blau,1,tomato,blue
56ec142b388e1d000c58d226,Tomate,gelb,30,tomato,yellow
56ec142b388e1d000c58d226,Tomate,gruen,13,tomato,green
56ec142b388e1d000c58d226,Tomate,lila,1,tomato,lilac
56ec142b388e1d000c58d226,Tomate,rot,98,tomato,red
56ec142b388e1d000c58d226,Trauben,blau,92,grapes,blue
56ec142b388e1d000c58d226,Trauben,gelb,6,grapes,yellow
56ec142b388e1d000c58d226,Trauben,grau,63,grapes,gray
56ec142b388e1d000c58d226,Trauben,orange,3,grapes,orange
56ec142b388e1d000c58d226,Trauben,schwarz,93,grapes,black
56ec142b388e1d000c58d226,Waescheklammer,blau,2,clothes.peg,blue
56ec142b388e1d000c58d226,Waescheklammer,braun,44,clothes.peg,brown
56ec142b388e1d000c58d226,Waescheklammer,gelb,5,clothes.peg,yellow
56ec142b388e1d000c58d226,Waescheklammer,grau,31,clothes.peg,gray
56ec142b388e1d000c58d226,Waescheklammer,gruen,37,clothes.peg,green
56ec142b388e1d000c58d226,Waescheklammer,lila,41,clothes.peg,lilac
56ec142b388e1d000c58d226,Waescheklammer,orange,36,clothes.peg,orange
56ec142b388e1d000c58d226,Waescheklammer,rot,54,clothes.peg,red
56ec142b388e1d000c58d226,Waescheklammer,schwarz,35,clothes.peg,black
56ec142b388e1d000c58d226,Walnuss,blau,1,walnut,blue
56ec142b388e1d000c58d226,Walnuss,braun,99,walnut,brown
56ec142b388e1d000c58d226,Walnuss,gelb,6,walnut,yellow
56ec142b388e1d000c58d226,Walnuss,gruen,3,walnut,green
56ec142b388e1d000c58d226,Walnuss,rot,2,walnut,red
56ec142b388e1d000c58d226,Zitrone,blau,2,lemon,blue
56ec142b388e1d000c58d226,Zitrone,gelb,97,lemon,yellow
56ec142b388e1d000c58d226,Zitrone,gruen,2,lemon,green
56ec142b388e1d000c58d226,Zitrone,orange,5,lemon,orange
56ec142b388e1d000c58d226,Zitrone,rot,3,lemon,red
56ec142b388e1d000c58d226,Zucchini,blau,2,courgettes,blue
56ec142b388e1d000c58d226,Zucchini,braun,1,courgettes,brown
56ec142b388e1d000c58d226,Zucchini,gelb,3,courgettes,yellow
56ec142b388e1d000c58d226,Zucchini,gruen,94,courgettes,green
56ec142b388e1d000c58d226,Zucchini,rot,9,courgettes,red
56edc8ca8ff0c5000d2aa9b6,Ananas,blau,0,pineapple,blue
56edc8ca8ff0c5000d2aa9b6,Ananas,braun,99,pineapple,brown
56edc8ca8ff0c5000d2aa9b6,Ananas,gruen,0,pineapple,green
56edc8ca8ff0c5000d2aa9b6,Ananas,lila,0,pineapple,lilac
56edc8ca8ff0c5000d2aa9b6,Ananas,rot,2,pineapple,red
56edc8ca8ff0c5000d2aa9b6,Aprikose,blau,0,apricot,blue
56edc8ca8ff0c5000d2aa9b6,Aprikose,gelb,32,apricot,yellow
56edc8ca8ff0c5000d2aa9b6,Aprikose,gruen,0,apricot,green
56edc8ca8ff0c5000d2aa9b6,Aprikose,lila,0,apricot,lilac
56edc8ca8ff0c5000d2aa9b6,Aprikose,rot,0,apricot,red
56edc8ca8ff0c5000d2aa9b6,Aubergine,blau,0,aubergine,blue
56edc8ca8ff0c5000d2aa9b6,Aubergine,gelb,8,aubergine,yellow
56edc8ca8ff0c5000d2aa9b6,Aubergine,gruen,27,aubergine,green
56edc8ca8ff0c5000d2aa9b6,Aubergine,rot,0,aubergine,red
56edc8ca8ff0c5000d2aa9b6,Aubergine,schwarz,97,aubergine,black
56edc8ca8ff0c5000d2aa9b6,Avocado,blau,0,avocado,blue
56edc8ca8ff0c5000d2aa9b6,Avocado,gelb,23,avocado,yellow
56edc8ca8ff0c5000d2aa9b6,Avocado,gruen,100,avocado,green
56edc8ca8ff0c5000d2aa9b6,Avocado,lila,0,avocado,lilac
56edc8ca8ff0c5000d2aa9b6,Avocado,rot,0,avocado,red
56edc8ca8ff0c5000d2aa9b6,Banane,blau,0,banana,blue
56edc8ca8ff0c5000d2aa9b6,Banane,braun,33,banana,brown
56edc8ca8ff0c5000d2aa9b6,Banane,gelb,93,banana,yellow
56edc8ca8ff0c5000d2aa9b6,Banane,gruen,2,banana,green
56edc8ca8ff0c5000d2aa9b6,Banane,rot,0,banana,red
56edc8ca8ff0c5000d2aa9b6,Birne,blau,0,pear,blue
56edc8ca8ff0c5000d2aa9b6,Birne,gruen,100,pear,green
56edc8ca8ff0c5000d2aa9b6,Birne,lila,0,pear,lilac
56edc8ca8ff0c5000d2aa9b6,Birne,orange,40,pear,orange
56edc8ca8ff0c5000d2aa9b6,Birne,rot,0,pear,red
56edc8ca8ff0c5000d2aa9b6,Bohnen,blau,0,beans,blue
56edc8ca8ff0c5000d2aa9b6,Bohnen,gelb,60,beans,yellow
56edc8ca8ff0c5000d2aa9b6,Bohnen,gruen,82,beans,green
56edc8ca8ff0c5000d2aa9b6,Bohnen,orange,0,beans,orange
56edc8ca8ff0c5000d2aa9b6,Bohnen,rot,0,beans,red
56edc8ca8ff0c5000d2aa9b6,Bueroklammer,blau,34,paper.clip,blue
56edc8ca8ff0c5000d2aa9b6,Bueroklammer,braun,82,paper.clip,brown
56edc8ca8ff0c5000d2aa9b6,Bueroklammer,gelb,34,paper.clip,yellow
56edc8ca8ff0c5000d2aa9b6,Bueroklammer,grau,97,paper.clip,gray
56edc8ca8ff0c5000d2aa9b6,Bueroklammer,gruen,37,paper.clip,green
56edc8ca8ff0c5000d2aa9b6,Bueroklammer,lila,13,paper.clip,lilac
56edc8ca8ff0c5000d2aa9b6,Bueroklammer,orange,52,paper.clip,orange
56edc8ca8ff0c5000d2aa9b6,Bueroklammer,rot,40,paper.clip,red
56edc8ca8ff0c5000d2aa9b6,Bueroklammer,schwarz,88,paper.clip,black
56edc8ca8ff0c5000d2aa9b6,Erbsen,blau,0,peas,blue
56edc8ca8ff0c5000d2aa9b6,Erbsen,gelb,58,peas,yellow
56edc8ca8ff0c5000d2aa9b6,Erbsen,gruen,92,peas,green
56edc8ca8ff0c5000d2aa9b6,Erbsen,orange,0,peas,orange
56edc8ca8ff0c5000d2aa9b6,Erbsen,rot,0,peas,red
56edc8ca8ff0c5000d2aa9b6,Erdbeere,blau,0,strawberry,blue
56edc8ca8ff0c5000d2aa9b6,Erdbeere,gelb,23,strawberry,yellow
56edc8ca8ff0c5000d2aa9b6,Erdbeere,grau,0,strawberry,gray
56edc8ca8ff0c5000d2aa9b6,Erdbeere,lila,0,strawberry,lilac
56edc8ca8ff0c5000d2aa9b6,Erdbeere,rot,100,strawberry,red
56edc8ca8ff0c5000d2aa9b6,Gurke,blau,0,cucumber,blue
56edc8ca8ff0c5000d2aa9b6,Gurke,braun,0,cucumber,brown
56edc8ca8ff0c5000d2aa9b6,Gurke,gelb,85,cucumber,yellow
56edc8ca8ff0c5000d2aa9b6,Gurke,gruen,98,cucumber,green
56edc8ca8ff0c5000d2aa9b6,Gurke,rot,0,cucumber,red
56edc8ca8ff0c5000d2aa9b6,Kartoffeln,blau,0,potatoes,blue
56edc8ca8ff0c5000d2aa9b6,Kartoffeln,braun,100,potatoes,brown
56edc8ca8ff0c5000d2aa9b6,Kartoffeln,gruen,0,potatoes,green
56edc8ca8ff0c5000d2aa9b6,Kartoffeln,orange,46,potatoes,orange
56edc8ca8ff0c5000d2aa9b6,Kartoffeln,rot,22,potatoes,red
56edc8ca8ff0c5000d2aa9b6,Kirsche,blau,0,cherry,blue
56edc8ca8ff0c5000d2aa9b6,Kirsche,gelb,0,cherry,yellow
56edc8ca8ff0c5000d2aa9b6,Kirsche,gruen,0,cherry,green
56edc8ca8ff0c5000d2aa9b6,Kirsche,lila,0,cherry,lilac
56edc8ca8ff0c5000d2aa9b6,Kirsche,rot,100,cherry,red
56edc8ca8ff0c5000d2aa9b6,Mandarine,blau,0,mandarine,blue
56edc8ca8ff0c5000d2aa9b6,Mandarine,gruen,0,mandarine,green
56edc8ca8ff0c5000d2aa9b6,Mandarine,lila,0,mandarine,lilac
56edc8ca8ff0c5000d2aa9b6,Mandarine,orange,100,mandarine,orange
56edc8ca8ff0c5000d2aa9b6,Mandarine,rot,0,mandarine,red
56edc8ca8ff0c5000d2aa9b6,Moehre,blau,0,carrots,blue
56edc8ca8ff0c5000d2aa9b6,Moehre,gruen,0,carrots,green
56edc8ca8ff0c5000d2aa9b6,Moehre,lila,0,carrots,lilac
56edc8ca8ff0c5000d2aa9b6,Moehre,orange,100,carrots,orange
56edc8ca8ff0c5000d2aa9b6,Moehre,rot,0,carrots,red
56edc8ca8ff0c5000d2aa9b6,Paprika,blau,0,pepper,blue
56edc8ca8ff0c5000d2aa9b6,Paprika,braun,0,pepper,brown
56edc8ca8ff0c5000d2aa9b6,Paprika,gruen,99,pepper,green
56edc8ca8ff0c5000d2aa9b6,Paprika,rot,100,pepper,red
56edc8ca8ff0c5000d2aa9b6,Paprika,schwarz,0,pepper,black
56edc8ca8ff0c5000d2aa9b6,Socken,blau,70,socks,blue
56edc8ca8ff0c5000d2aa9b6,Socken,braun,68,socks,brown
56edc8ca8ff0c5000d2aa9b6,Socken,gelb,12,socks,yellow
56edc8ca8ff0c5000d2aa9b6,Socken,grau,99,socks,gray
56edc8ca8ff0c5000d2aa9b6,Socken,gruen,23,socks,green
56edc8ca8ff0c5000d2aa9b6,Socken,lila,11,socks,lilac
56edc8ca8ff0c5000d2aa9b6,Socken,orange,14,socks,orange
56edc8ca8ff0c5000d2aa9b6,Socken,rot,36,socks,red
56edc8ca8ff0c5000d2aa9b6,Socken,schwarz,100,socks,black
56edc8ca8ff0c5000d2aa9b6,Sonnenbrille,blau,38,suglasses,blue
56edc8ca8ff0c5000d2aa9b6,Sonnenbrille,braun,14,suglasses,brown
56edc8ca8ff0c5000d2aa9b6,Sonnenbrille,gelb,12,suglasses,yellow
56edc8ca8ff0c5000d2aa9b6,Sonnenbrille,grau,100,suglasses,gray
56edc8ca8ff0c5000d2aa9b6,Sonnenbrille,gruen,22,suglasses,green
56edc8ca8ff0c5000d2aa9b6,Sonnenbrille,lila,30,suglasses,lilac
56edc8ca8ff0c5000d2aa9b6,Sonnenbrille,orange,9,suglasses,orange
56edc8ca8ff0c5000d2aa9b6,Sonnenbrille,rot,35,suglasses,red
56edc8ca8ff0c5000d2aa9b6,Sonnenbrille,schwarz,100,suglasses,black
56edc8ca8ff0c5000d2aa9b6,Tomate,blau,0,tomato,blue
56edc8ca8ff0c5000d2aa9b6,Tomate,gelb,35,tomato,yellow
56edc8ca8ff0c5000d2aa9b6,Tomate,gruen,14,tomato,green
56edc8ca8ff0c5000d2aa9b6,Tomate,lila,0,tomato,lilac
56edc8ca8ff0c5000d2aa9b6,Tomate,rot,100,tomato,red
56edc8ca8ff0c5000d2aa9b6,Trauben,blau,45,grapes,blue
56edc8ca8ff0c5000d2aa9b6,Trauben,gelb,4,grapes,yellow
56edc8ca8ff0c5000d2aa9b6,Trauben,grau,2,grapes,gray
56edc8ca8ff0c5000d2aa9b6,Trauben,orange,0,grapes,orange
56edc8ca8ff0c5000d2aa9b6,Trauben,schwarz,100,grapes,black
56edc8ca8ff0c5000d2aa9b6,Waescheklammer,blau,73,clothes.peg,blue
56edc8ca8ff0c5000d2aa9b6,Waescheklammer,braun,21,clothes.peg,brown
56edc8ca8ff0c5000d2aa9b6,Waescheklammer,gelb,22,clothes.peg,yellow
56edc8ca8ff0c5000d2aa9b6,Waescheklammer,grau,56,clothes.peg,gray
56edc8ca8ff0c5000d2aa9b6,Waescheklammer,gruen,35,clothes.peg,green
56edc8ca8ff0c5000d2aa9b6,Waescheklammer,lila,19,clothes.peg,lilac
56edc8ca8ff0c5000d2aa9b6,Waescheklammer,orange,10,clothes.peg,orange
56edc8ca8ff0c5000d2aa9b6,Waescheklammer,rot,68,clothes.peg,red
56edc8ca8ff0c5000d2aa9b6,Waescheklammer,schwarz,69,clothes.peg,black
56edc8ca8ff0c5000d2aa9b6,Walnuss,blau,0,walnut,blue
56edc8ca8ff0c5000d2aa9b6,Walnuss,braun,99,walnut,brown
56edc8ca8ff0c5000d2aa9b6,Walnuss,gelb,19,walnut,yellow
56edc8ca8ff0c5000d2aa9b6,Walnuss,gruen,0,walnut,green
56edc8ca8ff0c5000d2aa9b6,Walnuss,rot,0,walnut,red
56edc8ca8ff0c5000d2aa9b6,Zitrone,blau,0,lemon,blue
56edc8ca8ff0c5000d2aa9b6,Zitrone,gelb,100,lemon,yellow
56edc8ca8ff0c5000d2aa9b6,Zitrone,gruen,6,lemon,green
56edc8ca8ff0c5000d2aa9b6,Zitrone,orange,0,lemon,orange
56edc8ca8ff0c5000d2aa9b6,Zitrone,rot,0,lemon,red
56edc8ca8ff0c5000d2aa9b6,Zucchini,blau,0,courgettes,blue
56edc8ca8ff0c5000d2aa9b6,Zucchini,braun,1,courgettes,brown
56edc8ca8ff0c5000d2aa9b6,Zucchini,gelb,71,courgettes,yellow
56edc8ca8ff0c5000d2aa9b6,Zucchini,gruen,100,courgettes,green
56edc8ca8ff0c5000d2aa9b6,Zucchini,rot,0,courgettes,red
5730eee0dd6617000ed94533,Ananas,blau,0,pineapple,blue
5730eee0dd6617000ed94533,Ananas,braun,100,pineapple,brown
5730eee0dd6617000ed94533,Ananas,gruen,0,pineapple,green
