StartDate,Q17,Q16,Q2,Q3,Q13,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12
2022-04-15 13:36:45,pseudopleuronectes_assasi,https://osf.io/uwqdc/?view_only=bbd44537dedb4794be0468fd1287fb69,"We used Praat to annotate the recordings and extract acoustic measurements (F0, duration, F1 + F2, intensity) from them, as well.
We used R for the statistical analysis (linear mixed-effects models).
We developed a number of customized Perl scripts to help us process the data, as well (segmenting the original sound files, converting Hz to Semi-tones, comparing timings for our inter-transcriber analysis, etc.) 
",We employed the linear mixed-effects models and ANOVA.,Very familiar.,"We used 4 dependent variables, taken from the stressed vowels of the adjective and noun of the target phase in each utterance: (1) Duration of the vowel, (2) Median F0 of the vowel (in Semi-Tones), (3) Median intensity of the vowel, and (4) Formant Distance. 
We calculated Formant Distance as the Euclidean Distance of the vowel from the speaker's mean F1/F2 in a normalized vowel space. We chose to look at the stressed vowels of the target words, so we measured the main acoustic properties of stress.
Each dependent variable was tested separately, i.e. we ran separate tests for each dependent variable.","We have four independent variables. 1) Word (v1, v2), Focus (AF, NF, ANF), Typicality (typical, atypical, medium typical), and Sex (male, female). These were the relevant variables for the research question and the data. Typicality is the main target variable for the question, but given the data we were given, word and focus were included as they were part of the design of the original study. We also included Sex only for the F0 test, since it is a known factor for F0. It was not possible to include all independent variables in a single test due to the nature of the original data, so each test has different independent variables.","We measured the stressed rhyme for each word in the target Adjective/Noun phrase. This includes the target vowel of diphthong and any sonorant codas (/l, r, n/). All measurements were extracted automatically with a Praat script, except for the Formant Distance. For that, we first measured with Praat F1 and F2 from a time point 1/3rd of the way through the rhyme, then converted those into Z-scores for each speaker (Lobanov's method), and then measured the Euclidean distance of each vowel from the speaker's mean F1+F2 point.","We converted the F0 values to Semi-Tones, using the formula provided by Reetz & Jongman (2020). We used 75 Hz as the baseline for this calculation. 
We also converted F1 + F2 measures to a general measure of ""Formant Distance"" according to the method described above.","We excluded items that were labeled as mistakes in the provided textgrids and any items that had mistakes, disfluencies, or noise.
We also excluded from the Formant Distance any items whose F1 or F2 z-scores were greater than 2, as this enabled us to eliminate the most obvious cases where the Praat formant tracker had missed measuring one of the formants. 
Finally, for F0 (ST), we set the lower end of the pitch range at 75 Hz for male speakers, and 100 Hz for female speakers. This enabled us to avoid the most obvious cases of pitch halving in the automatically generated F0 data.",p-values < .05,"We tested the effects of typicality on four different acoustic measures and found no significant effect for any of them. In those cases, there is no ""effect size"" to report. 
However, we also tested the effects of focus on adjectives and nouns in the ""atypical"" condition. These tests yielded significant results for all of our dependent measures, generally in the direction of greater acoustic prominence for focused items. 
We reported the estimates of these effect sizes from the output of the linear mixed-effects models in the write-up of our findings. Since there are many of them, we won't repeat them all here.",We were not sure how to standardize effect sizes for the output of linear mixed-effects models and thus just reported the raw effect size for the specific variables we tested in each case.,"No, we did not."
2022-04-15 14:18:08,lycodes_bradfieldi,https://osf.io/4b37w/?view_only=e49044c33697476b9091479baee28eb3,"mPraat was used to important audio and text data into MATLAB
acoustic features were extracted in MATLAB. Their extraction relied on:
The Signal Processing Toolbox
Code from the Varnet et al., 2017 paper TODO update
JASP was used to run final statistical models
",We ran repeated measures analysis of variance (ANOVAs) in JASP.,We are very familiar with these statistical techniques.,AM and Mi were our dependent variables. Our rationale was that surprise (driven by typicality) should lead to changes in the amplitude modulation spectrum indices.,"Typicality and frequency band were our independent variables. Typicality was our main variable of interest, but frequency band was also considered relevant as we wanted to know which bands (if any) showed a significant change in power by typicality condition. Their interaction was also included in our ANOVA.","Dependent variables were extracted as described above (in Analysis Workflow). 
Independent variables were operationalized as follows: 
Typicality: by the three levels (‘atypical’, ‘medium’, ‘typical’ provided in the data set, and determined based on a previous norming study). 
Frequency band: by standard ranges used in the neuroscientific literature 
",No transformations,"No data were excluded. The number of trials per condition is already very low. The analyzed utterances were meant to be instructions, to which no clear exclusion criterion applies.","The answer was decided based on significance, or absence thereof, of the main factor Typicality, and of its interaction with the Frequency Band factor. Significance was defined as p <.05, after Bonferroni correction.","Partial eta square values: Typicality = 0.253; Band = 0.816; Interaction = 0.206. However, in the context of the original eta square values, which for Typicality and the Interaction were below 0.004, we deem the effect size of the Typicality factor very small.    

Mean difference and CIs for all post hoc comparisons are reported below 

Post Hoc Tests
Post Hoc Comparisons - typicality ✻ bands


95% CI for Mean Difference






Mean Difference
Lower
Upper
SE
t
p bonf
atypicality, delta


medium, delta


0.010


-0.026


0.045


0.010


1.006


1.000


 


typicality, delta


0.016


-0.019


0.052


0.010


1.724


1.000


atypicality, theta


medium, theta


0.011


-0.025


0.046


0.010


1.107


1.000


 


typicality, theta


0.042


0.006


0.077


0.010


4.361


0.004


atypicality, alpha


medium, alpha


0.013


-0.022


0.049


0.010


1.393


1.000


 


typicality, alpha


0.051


0.016


0.086


0.010


5.349


5.380e  -5


atypicality, beta


medium, beta


0.024


-0.011


0.059


0.010


2.504


1.000


 


typicality, beta


0.052


0.017


0.087


0.010


5.465


3.155e  -5


atypicality, lower_gamma


medium, lower_gamma


0.026


-0.009


0.061


0.010


2.727


1.000


 


typicality, lower_gamma


0.036


8.904e -4


0.071


0.010


3.778


0.036


atypicality, higher_gamma


medium, higher_gamma


-0.025


-0.060


0.011


0.010


-2.566


1.000


 


typicality, higher_gamma


-0.002


-0.037


0.033


0.010


-0.224


1.000






","Standardized mean difference.
Partial eta square measures the proportion of variance explained by the factor of interest, out of the total variance remaining after the variance explained by the other factor (or factors) is partialled out. Hence, it is a meaningful index only when evaluated in the context of the other factors.
","We initially were aiming at analyzing also the frequency modulation spectrum, but given the presence of many NaNs in the data (short utterances), this part of the project was put aside. 
"
2022-04-15 15:50:46,arapaima_modularis,https://osf.io/6fnq7/?view_only=dfb628c5b704478e86930ec7e383909c,Praat was used for coding (simultaneous analysis of audio and text grid) and for extraction of acoustic measurements (pitch),Repeated measure ANOVA,Quite familiar,"The outcome variable is the mean pitch score (numeric, in Hz). Speakers in many languages use pitch modifications as a phonetic cue to draw the listener’s attention to a certain part of the utterance. For example, for an English speaker, the pitch maximum in ‘bananas’ in the utterance “I bought bananas” will normally be higher in a contrastive focus context (e.g., “I bought bananas, not pears”) than in the non-contrastive declarative counterpart. I believe participants in this study could use a similar process to mark adjectives that appear in atypical adjective + noun combinations. For example, the atypicality of the adjective ‘rot’ (Eng., ‘red’) in relation to the noun ‘Gurke’ (Eng., ‘cucumber’) could prompt speakers to mark this atypicality by using higher pitch in the modifier adjective.","The within-subject factor is the typicality level between the target adjective and the noun (three levels: typical, medium, atypical). This factor was chosen as the independent variable since the research question seeks to answer if typicality variations have an effect on the acoustics of the utterance.","Pitch was operationalized as the pitch maxima (in Hz) in adjectives of NF adjective + noun combinations. 
Typicality was operationalized as having three levels: atypical, medium, typical, based on norming and production studies supplied by MSA project.",N/A,"Target adjectives were marked as containing errors in the following circumstances:
o	A pitch track was not visible at all.
o	Creaky voice inside the target adjective affected the pitch track.
o	The pitch track contained unusual excursions, such as sudden shifts or isolated spikes.
o	The trial contained an annotation in the ‘notes’ tier, as provided by the MSA project. In most cases, the annotation in these cases was simply ‘error’, but sometimes ‘hesitation break’ or ‘structure’ were also used.  Since I do not know enough German to evaluate the error gravity or type for these trials, I decided to mark all of them as errors. 
All target adjectives with any kind of error were subsequently excluded from analysis.

During analysis, seven participants were excluded:
o	In order to preserve representativeness of each target adjective, speakers whose mean pitch score on any typicality level resulted from less than six original scores were excluded from analysis. This process eliminated three speakers.
o	Outliers were identified, using identify.outliers(), which determines limits for outliers by multiplying the interquartile range (IQR) by 1.5. This identified 13 outlier data points (that is, 13 mean pitch scores), 12 of which belonged to four participants. That is, these four participants had outlier scores in every typicality level. These four participants were removed from the analysis.","I use the p-value. F(2, 44) = 2.967, p = .0618",Effect size = .0028,eta_squared,I reran analysis only to account for outliers.
2022-04-15 15:48:32,epinephelus_aztecus,https://osf.io/k9u8b/?view_only=3184c9f971d44813af317a00e8fe34df,"All acoustic analysis was conducted with Praat. 
This included the following: 
-	Creating a textgrid tier below the existing tiers to specify the Det+Adj combinations to be analyzed. We chose to analyze the Det+Adj combination because the Det often included transitions that were difficult to segment from the adjective (e.g., “der”).
-	Finding the boundaries for the Det+Adj was done in Praat by hand by multiple (n=6) coders. Each coder was assigned to annotate all trials for 5 participants and the first three trials for all other participants. Boundaries were created at zero crossings using large acoustic/auditory cues. Boundaries that were unable to be detected were flagged, and the team lead made a final decision as to the appropriate boundary, and whether to discard the trial if necessary. All trials that were flagged as errors in the original Praat files were discarded. 
-	Running a script to extract fundamental frequency (F0), duration and intensity measurements. The specific measurements extracted were: duration, average intensity, average F0, F0 range (max-min), intensity range (max-min).",We used path analysis from the Structural Equation Modeling (SEM) family of methods. The analysis was conducted in R (R Core Team 2020) and the package lavaan (version 0.6-7; Rosseel 2012) was used to fit the model using maximum likelihood estimation. The coefficients from SEM were compared with the estimates of the mixed-effect linear regression accounting for the random intercepts by speaker.,"The level of familiarity with the analytical/statistical technique was extremely variable in the team, ranging from zero experience to advanced. The team member in charge of the analysis was considered proficient-to-advanced.","1.	duration of the determiner-adjective combination
2.	mean intensity
3.	mean pitch
4.	intensity range
5.	pitch range. 

All dependent variables are measured and not latent. The dependent variables were chosen after consultation with the literature on the kinds of measurements that were done in similar research (e.g., information structure, typicality effects), and would likely show an effect. We also chose variables that were relatively easy to measure/define using Praat scripts over multiple trials/participants.
","•	Typicality, categorical with 3 levels: typical, medium, atypical. Coded into two dummy variables: ‘medium’ (contrast medium and typical), and ‘atypical’ (contrast typical and atypical). Was chosen to address the research question that was posited.
•	Focus, categorical with 3 levels: Noun Focus, Adjective Focus, and double Noun-Adjective Focus. Coded into 2 dummy variables: ‘af’ (contrast AF with NF which is a reference group) and ‘anf’ (contrast ANF and NF). Was chosen to determine how the acoustic characteristic change when the speaker is not faced with a need to facilitate disambiguation even if having to produce an atypical noun-adjective combination, either due to the lack of the risk to run into an atypical combination (as in AF, where nouns with no prototypical colors (sunglasses, paperclip, etc.) were used) or due to the lack of disambiguation that needs to be facilitated (as in ANF, where, even if the noun-adjective combination was atypical,  both noun and adjective competitors were different from targets). 
•	Random effect variable -  Speaker: categorical with 30 levels. Was chosen to account for the variability in acoustic measures between speakers.",The levels of the dependent variables were operationalized as defined by the original design of the study. We chose to analyze the Det+Adj combination because it was difficult to extract the Det from the Adj. We chose the whole two-word combination to extract information from.,"Typicality was treatment-coded, with two new categorical variables created: ‘medium’ to represent the contrast between medium and typical conditions and ‘atypical’ to represent the difference between typical and atypical ones.
Condition was treatment-coded as well, with two new categorical variables created: ‘anf’ to compare ANF (adjective-noun focus) to NF (Noun Focus) that’s used as a reference group; and ‘af’ to compare the sentences with AF (adjective focus) to NF.","Observations were excluded if they had been flagged as an error or hesitation in the original files provided to the team. Further, cases where boundaries were unable to be placed after inspection by multiple team members were also excluded.","Interpretations were made based on the combination of the goodness of fit parameters, p-values and confidence intervals. In the regression, the t-value was examined  instead of p-value.","Effect sizes for medium typicality: 
Multivariate effect size of duration for medium typicality= -0.07615017 (6.972037e-03)
Multivariate effect size of intensity mean for medium typicality = -0.10337176 (6.974900e-03)
Multivariate effect of intensity range for medium typicality = -0.15656113 (0.0069829895)
Multivariate effect size of pitch mean for medium typicality = 0.01753193 (0.0069688211)
Multivariate effect size of pitch range for medium typicality = -0.24361498 (1.196977340)
Effect sizes for atypical typicality: 
Multivariate effect size of duration for atypical condition = 0.01974490 (7.068778e-03)
Multivariate effect size of intensity mean for atypical condition = -0.10072332 (7.074492e-03)
Multivariate effect size of intensity range for atypical condition= 0.05763679 (0.0070704946)
Multivariate effect size of pitch mean for atypical condition= 0.06101845 (0.0070707301)
Multivariate effect size of pitch range for atypical condition = -0.10035993 (0.0070744492)

The sample sizes were calculated for the purposes of multivariate (not univariate) meta analysis using structural equation modeling which does not allow to compute the confidence intervals for the effect sizes. Instead, it provides the sample variances effect sizes which are equivalent to CIs for the purposes of meta analysis.",Standardized mean difference,The structure of the model was adjusted based on the badness of fit of the original hypothesized model and computed modification indices.
2022-04-15 15:58:58,cromileptes_saxatilis,https://osf.io/gy4h2/?view_only=c5414465ca3c487887c131eaa6f31c8a,Praat was used for editing textgrids and extracting word duration measurements. The Montreal Forced Aligner (MFA) was used to create word-level alignments.,Bayesian mixed-effects regression model with lognormal distribution for the outcome variable and a log link function.,I have used this technique before and have a good amount of experience with it.,"The analysis looks at the effect of the typicality of adjective + noun combinations in German (e.g. yellow banana) on their prosody, focusing specifically on the duration of the adjective as measured in seconds. This focus is motivated by two facts. First, the predictability of a word based on its preceding and following neighbours is known to have a strong, highly replicable and cross-linguistically robust effect on its duration (Bell et al. 2009, Seyfarth 2014, Tang & Shaw 2021). Arguably, the typicality of an adjective + noun sequence is closely related to the backward predictability of the adjective based on the noun, and the forward predictability of the noun based on the adjective. This link between typicality and predictability suggests that word duration is an ideal measure to investigate typicality effects. Second, the focus is on the duration of the adjective for the simple reason that while each adjective occurred in all three typicality conditions (atypi-cal, medium, typical), the nouns each only occurred in a single typicality condition. Be-cause of this, the phonological makeup of the nouns (which is inevitably the strongest predictor of word duration) is confounded with the typicality condition in which they appear. Any duration measure that involves the nouns will be affected by this confound, and even sophisticated controls for word duration (e.g. baseline durations based on speech synthesis; Seyfarth 2014) are unlikely to fully resolve this issue. Therefore, the focus here is on the adjectives only.",The categorical typicality variable was chosen as the fixed effect independent variable. The rationale was simply that this seemed to align the most closely with the experimental design.,"The dependent variable was the duration of the adjective (the entire word) as measured in seconds. The independent variable, as noted above, was simply ""typicality"" as operationalised in the original data (atypical, medium, typical).","No transformation was applied before entering the duration values into the model – however, the lognormal model does perform a sort of a log transform internally through the link function. The rationale for using the lognormal model is that duration measurements are bounded at 0 and therefore follow a skewed distribution.","Only typical / atypical combinations were examined (medium excluded), and only in the NF condition. Tokens from utterances with any text on the notes tier (typically ""error"") were excluded, as were tokens where there was any pause between the adjective and noun as determined by the forced aligner.",The decision was based on Bayesian credible intervals.,"Cohen’s D: –0.028, CrI [–0.58,0.51] (typical has a lower estimated duration than atypical; raw values in log duration: –0.012 with a 95% CrI of [–0.256, 0.196])",Cohen's D,"There were very few revisions as the analysis was designed with minimising researcher degrees of freedom in mind (within reasonable limits, of course!). One change that took place after inspecting preliminary data was to add an alternative pronunciation of ""orangen"" to the forced aligner and re-align the textgrids. The final model also had to be pared down slightly to address divergent transitions (but, as noted in the text & analysis script, the original non-convergent model produces the same results).

I also originally wanted to analyse the duration of the entire adjective + noun sequence. After extracting & wrangling the duration data, I realised that this was not feasible due to the fact that each noun only appears in a single typicality condition, and therefore typicality is confounded with the phonological makeup of nouns. This was, however, before running the statistical analysis, and it did not lead to any changes in the data extraction / data wrangling process."
2022-04-15 15:33:29,polymetme_brevirostrum,https://osf.io/sdm95/?view_only=7da6647a70c641fca1a087e7b17d2243,"f0 and duration measurements were collected with PRAAT. Metadata originally included in the PRAAT TextGrids (e.g., Trial, Condition) were extracted by means of a PRAAT script. Audio was aligned to text using the Montreal Forced Aligner with the german_mfa dictionary and acoustic model. Statistical analysis and data visualization was conducted in R.","We analyzed the data using linear mixed effects regression under a Bayesian approach with the rstanarm package in R (Goodrich et al. 2020; R Core Team 2021). We used treatment coding for Condition, setting the reference level at NF based on the conjecture that conditions which involved focus specifically on the adjective should lead to higher pitch ranges than the case where focus was on the noun. We used custom contrasts for Typicality to allow us to compare Atypical category to the Typical category as well as compare the Atypical category to the mean of the other categories. Finally, we used treatment coding for Category, setting the reference level on NONFOOD because the expectation is that non-foods come in a wider variety of colors. We began by fitting a maximal model justified by the experimental design: main effects for Typicality, Category, and Condition as well as all interactions. Random Effects included random intercepts for Object, Colour, and Speaker and random slopes matching the fixed effects (except for any slopes dealing with Category for the Object random intercept, as it already captures the notion of Category. We fit this model using weakly informative Gaussian priors that were autoscaled by rstanarm. We set the adapt_delta parameter, which penalizes larger step transitions, to a conservative value of 0.999. We sampled four chains from the posterior distribution with 2000 steps equally split between warmup and sampling. Model fit was assessed using visual posterior predictive checks and leave-one-out cross validation with a Pareto k diagnostic set at a threshold of 0.7. We then simplified the model beginning by removing the random slopes and higher-order terms; we determined a stopping point based on a comparison of ELPD (expected log pointwise predictive density) values.",I have advanced intermediate knowledge of this technique,"The research question is whether the acoustic profile of an utterance with an typical referent differs from one with a more typical referent, so we began by searching for phonetic and phonological studies that focused on the manipulation of predictability and/or typicality in German. A cursory examination of the literature suggests that contrastive (narrow) focus in German is marked by a rising tone with a low boundary tone (L+H* L%; cf. Weber et al., 2006; Fery & Wang, 2018) as opposed to a flat high tone in broad focus utterances, and this pitch accent is also seen in unexpected or less common adjectives. We operationalize this hypothesized difference using pitch range within the adjective as a dependent variable. Specifically, we hypothesize that pitch range should be higher within the adjective for utterances where that adjective is atypical and the utterance is focused.","We included Condition, Typicality, and Category as independent variables in the model. We expected main effects of Condition (AF >= ANF > NF) and Typicality (Atypical > Medium >= Typical) as well as an interaction between Typicality and Category (e.g., Atypical foods should show wider pitch excursions than atypical nonfoods, because foods are much more likely than nonfoods to have one canonical color).","We selected f0 range within the adjective, assuming that this would index pitch excursion. Given that the adjective appears first and carries the majority of the pragmatic value in terms of typicality/surprisal, we restricted our analysis to this area specifically.We used treatment coding for Condition, setting the reference level at NF based on the conjecture that conditions which involved focus specifically on the adjective should lead to higher pitch ranges than the case where focus was on the noun. We used custom contrasts for Typicality to allow us to compare Atypical category to the Typical category as well as compare the Atypical category to the mean of the other categories. Finally, we used treatment coding for Category, setting the reference level on NONFOOD because the expectation is that non-foods come in a wider variety of colors. We began by fitting a maximal model justified by the experimental design: main effects for Typicality, Category, and Condition as well as all interactions. Random Effects included random intercepts for Object, Colour, and Speaker and random slopes matching the fixed effects (except for any slopes dealing with Category for the Object random intercept, as it already captures the notion of Category.",We did not transform the variables.,"We excluded any observation that had comments in the ""Notes"" tier of the text grids.",We used the posterior distribution and 95% credible intervals to answer the research question,No significant effects based on 89% % in region of practical equivalence (ROPE)  (cf. Schwaferts & Augustin 2020),% in region of practical equivalence (ROPE) based on 89% HDI (cf. Schwaferts & Augustin 2020),The only revisions I had to make pertained to formatting the data to reflect the information in the study pdf document.
2022-04-15 20:39:28,anthracoceros_coronata,https://osf.io/za76s/?view_only=c9b8e61d9bb0494e9d1498d78dc20ab9,"Segmenting of sound files and TextGrids was done in Praat.  The praatR and rPraat packages were used to control Praat from R, and in so doing to create Intensity and Pitch objects.  All acoustic measurements came from the Intensity, Pitch, and TextGrid objects, queried from Praat, through the R packages mentioned above.","I initially was using linear mixed models, but convergence issues suggested that the model couldn't support random effects, so I used standard linear regression.",Fairly familiar,"Dependent variables used were: maximum intensity for adjective and for noun, maximum pitch for adjective and noun, and duratiaon for adjective and noun.

Intensity, pitch, and duration were chosen since they are common correlates of stress or focus.

For intensity and pitch, I measured both the maximum and the mean for each word.  I ended up using the maximums because they were more normally distributed than the means.","The only independent variable was mean typicality, directly from the provided typ_mean column in the trial lists.  the ""typicality"" column was not used because it was not available for all conditions due to the setup of the experiment.","For dependent variables, the duration, pitch, and intensity were measured from each word.  I used the maximum of each of these measures for each word (as opposed to the mean) because they were more normally distributed.

For the independent variable, typ_mean, it was left as-is.",Durations for both adjectives and nouns were log transformed: the A_dur_log and N_dur_log columns.,We excluded values that were ±2 standard deviations from the mean.,"I used p-values (computed from t values from the linear models) and effect sizes (z-scores, based on the standardized and centered values of the variables).","Several measures were used, so I provide the data for each:

Looking at the interaction of condition and typ_mean, the dependent variables that showed significant correlations were N_max_pitch and N_dur_log.

For the N_max_pitch model, the interaction of condition AF and typ_mean was positive:
-0.002 [-0.006, 0.002]

For the N_dur_log model, the interaction of typ_mean showed negative correlations withboth condition AF and condition NF.
Interaction with condition AF: 0.026 [0.023, 0.030]
Interaction with condition NF: 0.010 [0.007, 0.013]",Z-score / standard units,"I had initially decided to use linear mixed models, but found that I ran into convergence issues whenever including speaker as a random intercept.  I therefore decided to switch to standard linear models."
2022-04-15 17:16:30,genyonemus_evotis,https://osf.io/drznv/?view_only=90b49153036c436b8f84bdbecdc722c4,"pydub, ffmpeg, sox, VoiceSauce, Praat","
tSNE, kernel density estimation, Generalized linear mixed-effects model",familiar,"The dependent variable is typicality. We regressed all the acoustic measures back to the levels of typicality. Given the large pool of acoustic measures, we expect collinearity and considerable correlation among the acoustic measures; thus, it is less valid to generate individual statistic models on treating each acoustic measure as dependent variables as a function of typicality. We argue that, based on the t-SNE visualizations and density plots, acoustic measures should be analyzed holistically as a group. Thus, we employed binary logistic regression with mixed-effects models to investigate the contributions of various acoustic measures on establishing a certain typicality category. Note that this model assumes a perception-production link during speech production, such that speakers would make an effort to produce and signal a less typical word combination to the listeners in a conversational setting. Further, there is a designed competitor in the different experimental conditions, so we expect speakers to actively distinguish between a less typical and a typical object and to convey the differences to be perceptible.","F0, H1*, H2*, H4*, H2K*, H5K*, H1*-H2*, H2*-H4*, H4*-2K*, H2K*-H5K*, cepstral peak prominence (CPP), harmonics-to-noise ratio (HNR05-35), subharmonics-to-harmonics ratio (SHR), energy, and strength of excitation (soe). We approach the question of phonetic modulation from the suprasegmental aspects of speech production. So, we employed acoustic measures of pitch and phonation to capture the levels of typicality.","From the syllable. We converted f0 to semitones and z-scored other acoustic measures, and then extracted quartiles over their cumulative density distribution. For categorical dependent variable ""typicality"", we assigned the typicality labels based on the median of the typicality ratings.","We take the four quartiles (25, 50, 75 and 95 percentiles of the sample) from the cumulative distribution function (cdf) of each measurement as representation of the overall distribution of acoustic measurements for F0 and voice quality for the segments of interest. F0 values were normalized to semitone with the 10th percentile as baseline.
All other measurements were normalized to Z-score with regard to the means of all the samples produced by individual speakers. These normalizations make it possible for comparisons with the same unit: the numeric values are relative to the sample distribution of measurements taken from the speaker. The final feature vector for each target word in each condition for a speaker thus consists of 4 points taken from the cdf of each acoustic measurement from the sonorant intervals.",We excluded values that are greater than the 97.5 percentile and smaller than the 2.5 percentile of the population.,"t-SNE visulizations, density plots of acoustic measures, and p-values of some predictors.","We interpret the effect size as the coefficients of the independent variables, which are included in the table of the report. More details output can be regenerated using the R code uploaded to the OSF page.","Coefficients of the independent predictors, which should be the normalized weight of the corresponding acoustic measure contributing to the overall probability of the response variable, typicality.",No.
2022-04-16 05:25:13,eosipterus_pytyopsittacus,https://osf.io/bzur7/?view_only=e391fe766e8f4b5ea009c1b0bc564dde,"We used Praat for all acoustic measurements (F0 and duration). Values based on those measurements (e.g., slope) were calculated in R using PoLaR-BEAR (citation).","Subsequently, R was used to perform a K-means clustering analysis based on slope measures, and to perform a Random Forest classification model of focus type (based on PoLaR labels, acoustic measures, and statistical analysis).",All team members are very familiar with PoLaR labelling and statistics on acoustic measures. Some of us are moderately familiar with the usage of K-means clustering and Random Forest classification on this sort of data; two of the four members have previously successfully used such techniques in previous research.,"For the k-means clustering analysis, the dependent variable was pitch accent type (as determined by PoLaR labels), the rationale being that different pitch accents should signal different meanings with respect to information structure (e.g., which words are semantically focused).

The primary goal was to run a random forest classification model, for which the dependent variable was the focus condition of the original experiment. The rationale was that we hoped that intonational information should be reliably conveyed and modulated by focus condition.
","For the k-means clustering analysis, the independent variables were normed f0-slopes (i.e. PoLaR “Levels” per second) that defined the close-copy of the f0 movements (as created by PoLaR labels)

For the random forest classification model, the independent variables were acoustic variables of the utterance (guided by PoLaR labels; e.g., f0 min (Hz), max (Hz), f0 range size (Hz)) as well as variables having to do with prominence (which word/words in relevant region is/are pitch-accented, and which types of pitch accent are used for each word type).
","Most of the operationalization was done according to PoLaR annotation conventions (guiding pitch range size, f0 turning points, and normed pitch values). Given the experimental design, we focused our analysis on the region of each utterance containing the determiner, adjective, and noun in the second half.
",We applied no transformations (though PoLaR annotations essentially transform f0 values to scaled/normed pitch levels 1-5).,"We excluded any observation in which the adjective-noun pairing was not “medium”, because only for “medium” typicality observations were there an equal number of observations across focus types.

Additionally, we excluded the files that were labelled as errors by the original labeller. We also excluded files where there were major disfluencies (involving the repetition of several words): MS’s 1st trial, CG’s 66th trial, and PB’s 31st trial.
","We examined the confusion matrix for the random forest classification, specifying that an error rate of less than 25% would indicate reliable performance. To decide whether a factor was a good predictor, we visually examined the relative importance of the factors in the classification model, and removed low-ranking variables while checking that the error rate in the confusion matrix did not go down.",N/A for this analysis.,N/A for this analysis.,"For utterances with more than two F0 turning points, we had to reassess how to calculate slope to capture multiple dynamic changes. In the end, we calculated a sum of slopes, which does have the limitation of not capturing differences between flat f0 contours and contours that both fall and rise. Additionally, rises comprised of two moderate excursions cannot be distinguished from a single extreme excursion."
2022-04-19 01:45:38,pervagor_adscensionis,https://osf.io/bx2ef/?view_only=f1d61131c1754f6a804b9abe38f71505,"Forced alignment - Montreal Forced Aligner, feature extraction - Matlab, generation of distances - Matlab, statistical analysis - R",Linear mixed effects models,Very,"Normalised distances between probability distributions generated from either MFCCs or f0 (we had planned to look at other acoustic measures, but didn't have time) -  we did this first using the entire utterance (as we didn't know which part of the utterance would be affected) and specifically with the adjective only. This process allowed us to compare entire utterances across all speakers and all utterances (if required). We approached this from a bottom-up perspective, as we had no strong hypotheses about what we would find and the research question we were asked was very general. We only considered the NF condition, as this was the only condition that appeared to address the research question",Typicality differences between adj-noun pairs in the NF condition (because our DV was distances between two utterances/ adjectives). We used the median typicality ratings from the norming experiment as this allowed us to keep the data continuous,"MFCCs and f0 were extracted at 10ms intervals across the entire utterance (we broke this down into the constituent parts of the utterances as well, to allow us to just look at the adjective). All of the data for each utterance/adjective were pooled to create a statistical model for that utterance/adjective","The raw data were (1) converted to a probability distribution using GMMs, (2) Kullback-Leibler divergences were calculated to measure the distance between utterances/adjectives (i.e. how different they are from each other) - this was done within speaker, (3) KL-divergences were z-scored within-speaker to normalise across speakers","We didn't remove outliers, but in retrospect, we might have taken the log of the normalised KL-divergences as the distributions aren't particularly normal",p-values,"MFCCs based on the whole utterance: -1.195e-03 (estimate) ±0.001 (95% confidence interval)

We've excluded the other analyses (see our report)",normalised divergence,"We had planned to do more feature selection and specific analyses of other elements of the utterance, but we didn't get to this due to time"
